energy100,energy111,area100,area111
1,0.939153509962924,0.3166450055437092,0.6833549944562908
1,1.36092922613995,0.8693096220165639,0.1306903779834359
1,1.195720233777388,0.6953260954929588,0.3046739045070412
1,1.334432048706499,0.8478283573712562,0.1521716426287437
1,1.303308389744957,0.8198080878832571,0.1801919121167429
1,1.507434153588255,0.954862992535982,0.04513700746401812
1,0.9785869393754882,0.3700634626865597,0.6299365373134403
1,1.35111214932949,0.8615942021026821,0.1384057978973179
1,1.728590550939316,0.9999896306735532,1.036932644685242e-05
1,0.7300163553131447,0.08019676092564068,0.9198032390743593
1,1.3057331258494,0.8221051334042047,0.1778948665957954
1,1.192475528885601,0.6907915235794891,0.3092084764205109
1,1.374899789479673,0.8798132928405891,0.1201867071594109
1,0.8933823599628501,0.2576207654793534,0.7423792345206465
1,1.522540639293377,0.9608981111808217,0.03910188881917839
1,0.8183618450502441,0.1687884046509292,0.8312115953490707
1,1.650144567998782,0.9941653387825038,0.005834661217496137
1,1.66001198266464,0.9954908458069852,0.004509154193014756
1,0.9295967615718701,0.3040474953540682,0.6959525046459318
1,1.677723319290917,0.9974391550677782,0.00256084493222168
1,1.569943072444787,0.9768562102261581,0.02314378977384194
1,1.543544318981692,0.9685167936875877,0.03148320631241232
1,0.7948306042741202,0.1432742519210257,0.8567257480789744
1,1.560953138048852,0.9741681966008364,0.02583180339916357
1,1.48300567138986,0.9440875395930749,0.05591246040692509
1,0.5779738499842308,2.016184870517377e-06,0.9999979838151296
1,0.9917293094867561,0.388361869553705,0.611638130446295
1,0.9680940668352302,0.3556287212520636,0.6443712787479364
1,1.534025146680921,0.9651737308888322,0.03482626911116788
1,1.237969425559966,0.7498794239647124,0.2501205760352876
1,1.22411895135639,0.7328791133343945,0.2671208866656055
1,1.516087886574236,0.9583778834380915,0.04162211656190846
1,1.085044595586671,0.5249152567405365,0.4750847432594635
1,0.9283409052459433,0.3024025044034404,0.6975974955965596
1,1.52364881728368,0.9613223474583722,0.03867765254162783
1,1.622656331092743,0.9895569124564628,0.01044308754353721
1,1.323481216120668,0.8383253079983324,0.1616746920016675
1,1.299930260036447,0.8165745961812932,0.1834254038187067
1,0.7059159212185533,0.05997430840060806,0.940025691599392
1,1.697799437510575,0.9989832605962573,0.001016739403742642
1,1.32734709755239,0.8417231823356383,0.1582768176643619
1,0.716761683189165,0.0688265578408499,0.9311734421591502
1,0.8439439231217856,0.1978710612072061,0.8021289387927938
1,1.640678802758595,0.9927312163003255,0.007268783699674595
1,1.546475821425815,0.9695100692329033,0.03048993076709673
1,1.328728709298116,0.8429260660378936,0.1570739339621066
1,1.282378452537235,0.7991357506320284,0.2008642493679716
1,1.089856204772057,0.5322581727807411,0.4677418272192589
1,1.548852400690151,0.970302880399405,0.02969711960059492
1,1.613983634011913,0.9878200891533054,0.01217991084669456
1,1.081000807407325,0.5187663416368603,0.4812336583631396
1,1.141755566516671,0.6132631139303489,0.386736886069651
1,1.044607937470974,0.4643540180029807,0.5356459819970192
1,0.9855834887855854,0.3797749042730532,0.6202250957269468
1,1.503392853707956,0.9531679879252157,0.04683201207478422
1,0.5849543826944033,0.0002927567218707625,0.9997072432781292
1,1.293055183094087,0.8098727150715966,0.1901272849284034
1,1.636077365940634,0.9919762709251383,0.008023729074861725
1,1.268171702619195,0.7842065695278034,0.2157934304721965
1,1.649815246958523,0.9941181230941775,0.005881876905822508
1,1.214899828237591,0.7210967117470787,0.2789032882529213
1,1.43321198634055,0.9180183684715579,0.08198163152844207
1,0.9703748583383915,0.3587529883790709,0.6412470116209292
1,0.8968598564176127,0.2619858760391138,0.7380141239608861
1,1.050681643597759,0.4733179191562104,0.5266820808437896
1,1.593983283706034,0.9832893160418498,0.0167106839581502
1,1.637616182435043,0.9922329607429379,0.00776703925706217
1,1.442083915375693,0.9230838712809093,0.0769161287190906
1,1.049107371859026,0.4709899717673378,0.5290100282326622
1,1.480524345342342,0.9429210510296289,0.05707894897037114
1,1.477769655641179,0.9416102267793104,0.05838977322068952
1,1.096025848408333,0.5417154805741632,0.4582845194258369
1,0.669621814573718,0.03369930007653721,0.9663006999234628
1,1.69986836542656,0.9991024598537996,0.0008975401462003263
1,1.107071944890244,0.5587648177419032,0.4412351822580967
1,1.485732963735277,0.9453541484866086,0.05464585151339149
1,0.708970648344903,0.06242473401750527,0.9375752659824947
1,0.771663913057886,0.1194294758517871,0.8805705241482129
1,1.285338069442963,0.8021528039706033,0.1978471960293968
1,0.8503406667330939,0.2053477909458626,0.7946522090541374
1,1.061849888149072,0.4899238427992289,0.5100761572007712
1,1.070449928866782,0.5028190097271521,0.497180990272848
1,1.513658481620907,0.9574068249331014,0.04259317506689861
1,0.9090029706470819,0.2773860638276616,0.7226139361723383
1,1.166170591562087,0.6520413329839528,0.3479586670160472
1,1.218661726755909,0.7259506667863128,0.2740493332136872
1,1.516626526674836,0.9585915324738852,0.04140846752611487
1,0.9342208674218677,0.3101254121518685,0.6898745878481315
1,1.363545966488052,0.8713190911289254,0.1286809088710745
1,1.552271232065263,0.9714239181909885,0.02857608180901151
1,0.6020549008556286,0.002922626966420535,0.9970773730335795
1,1.050713888080979,0.4733656337673847,0.5266343662326152
1,0.6519589226242295,0.02306590949168593,0.9769340905083141
1,1.544524194683105,0.968850692868267,0.03114930713173296
1,1.152369138179862,0.6302296569813468,0.3697703430186532
1,1.25331454980337,0.7677747820950147,0.2322252179049853
1,0.6582659158535189,0.02668235312628253,0.9733176468737176
1,0.9391438447431322,0.3166321945568738,0.6833678054431261
1,1.024852382368498,0.435528610923225,0.564471389076775
1,0.7639159132254818,0.1117597384307842,0.8882402615692158
1,1.703411526847226,0.9992893091359243,0.0007106908640757072
1,0.7213383144510979,0.07268593620378927,0.9273140637962107
1,0.6191206029183891,0.00792975533305496,0.9920702446669449
1,1.64755014282502,0.9937881449422321,0.006211855057767912
1,1.395901013219037,0.8945907991049321,0.1054092008950678
1,0.5945728085089383,0.001454813042291322,0.9985451869577087
1,1.014508650102069,0.4206407848906268,0.5793592151093733
1,1.335125632110028,0.8484176314982982,0.1515823685017018
1,1.510666462097678,0.9561940777930953,0.04380592220690467
1,0.9246355600849792,0.2975633358712957,0.7024366641287043
1,1.147388893818912,0.62225160518723,0.3777483948127699
1,0.9355766395042382,0.3119136672381221,0.6880863327618778
1,1.219855194428332,0.7274772416969191,0.272522758303081
1,1.123483844156205,0.5843713337320628,0.4156286662679371
1,1.463039914935461,0.9343149106778457,0.06568508932215429
1,1.587416619673386,0.9816400808281166,0.01835991917188341
