energy100,energy110,energy111,area100,area110,area111
1,1.363095589601386,1.236601687363429,0.7249423934892689,0.02618831898212982,0.2488692875286012
1,1.116973865011188,1.102892386611692,0.4411616182458847,0.2843170045762304,0.2745213771778851
1,0.9804602610930395,0.9136207961357967,0.2363363802335834,0.3059300069226006,0.457733612843816
1,1.182336447712571,1.077355085482156,0.4782855809544772,0.1275124247395374,0.3942019943059854
1,1.251392983881544,1.410308873548365,0.6909782792106235,0.2576152021867602,0.05140651860261632
1,1.12993086848123,1.107801016953456,0.4565501117184085,0.2609225171080182,0.2825273711735733
1,1.379504087980044,1.250977594810589,0.7482608427458246,0.01768198291851132,0.234057174335664
1,0.7247572519249017,0.7876973605703426,0.00171463067817271,0.9030619079694863,0.09522346135234099
1,0.9918856368122289,1.213568654114046,0.258074834423707,0.741916715372224,8.450204068921125e-06
1,0.7615237906018772,0.6383006793977801,0.01397105134214754,0.1097674282904864,0.876261520367366
1,1.318507322376731,1.573140114763817,0.814168704479725,0.1792923818523986,0.006538913667876401
1,1.353931659582217,1.5537067367374,0.8780825335843228,0.09935871763918354,0.02255874877649382
1,1.141008459876519,1.160311333862545,0.4879983908745438,0.2992976642625355,0.2127039448629208
1,0.8580841110488207,0.9445946262279452,0.0924784282404333,0.828058249835787,0.07946332192377965
1,0.8126432318960519,0.716467172510239,0.05189077001550065,0.2776602661444328,0.6704489638400666
1,1.401391586807806,1.179532075309704,0.6703374755048777,0.00194567476318336,0.327716849731939
1,1.154802837878244,0.966904892458796,0.354110927140443,0.03382493172788686,0.6120641411316702
1,0.8179228205673927,0.7180442213795575,0.05525795017130342,0.2590091497460355,0.685732900082661
1,1.336423118806303,1.487736375389296,0.8389679042740996,0.1162135476210188,0.04481854810488151
1,1.187734213898134,1.010466513454835,0.4123053856554123,0.04761147395637325,0.5400831403882146
1,1.305203636265672,1.236679050710563,0.6875228170210524,0.0786577649919472,0.2338194179870003
1,0.7540999349307629,0.7993854157635314,0.01137535909051468,0.851010814965497,0.1376138259439883
1,1.078118293844999,0.9485366927999246,0.3168459911800678,0.1306722182154432,0.552481790604489
1,1.3170709758932,1.168151540282432,0.6316605238173323,0.03961571707439925,0.3287237591082684
1,1.250029756654965,1.186050262212758,0.6078820697027323,0.120722730170841,0.2713952001264267
1,1.307616112793971,1.502400957786118,0.793464875593109,0.1777546812535278,0.02878044315336313
1,0.7730213516707216,0.9395008554850868,0.0207435265599487,0.9788214372814493,0.0004350361586020609
1,1.376168454700264,1.193635102421725,0.6828530620712009,0.01135016588232091,0.3057967720464782
