energy100,energy110,energy012,area100,area110,area012
1,1.170497896602759,1.125069083734537,0.3545316487508124,0.1001109356943476,0.54535741555484
1,1.019404557387549,1.034126374538435,0.1556902223752372,0.4369012956378948,0.4074084819868678
1,0.8975541753630616,1.005550503793922,0.1148860289600536,0.8383747588154634,0.04673921222448307
1,0.9506304422731318,0.9265852941101977,0.009836023071656753,0.191828825573817,0.7983351513545263
1,0.9468938865333356,1.043056549433203,0.1886388505663793,0.7938399238232804,0.01752122561034035
1,1.27913722492395,1.214132401078514,0.5976585904216479,0.004253264100565652,0.3980881454777864
1,0.9298984609981908,0.9188082514967941,0.005794261516060891,0.2784660105250031,0.7157397279589359
1,1.02124824023562,1.071192209277714,0.2414781920488335,0.6080321643705078,0.1504896435806586
1,1.221728809967471,1.217253355522544,0.6244301335382463,0.3524638671915664,0.02310599927018743
1,1.060118103071597,1.011270832170023,0.1091036451990814,0.0417407242619271,0.8491556305389915
1,1.117474987741702,1.077024371669357,0.2396427171338414,0.1184668884134699,0.6418903944526887
1,1.20864575348399,1.158284867207477,0.441455003105696,0.07872590674096241,0.4798190901533416
1,0.9370525355768542,0.9900640709504771,0.08180333452524247,0.628553031126562,0.2896436343481955
1,1.144112977646852,1.136421539593123,0.3914487507943918,0.3243915139143498,0.2841597352912584
1,0.8051538470995889,0.8960186115188373,2.903052049566055e-05,0.8079105102329752,0.1920604592465291
1,0.9675056000469955,0.987078716798143,0.07479674374966791,0.4628966391992485,0.4623066170510836
1,1.050257046199928,1.004329373194792,0.09784374631359133,0.05990625523606314,0.8422499984503456
1,1.380945993686609,1.312428086833011,0.9044069917074896,0.0149693320873505,0.08062367620515992
1,1.053625916244024,1.064636169516204,0.219002840450235,0.4183364148521729,0.3626607446975921
1,0.951667311614915,1.0179442891802,0.1314618698827776,0.6828318725035464,0.185706257613676
1,1.238851368200285,1.20555229191874,0.5799144164049471,0.1932075188231601,0.2268780647718929
1,0.9196315490492095,0.9804202748529269,0.06794839614064645,0.6646118634135686,0.2674397404457848
1,1.025524478403052,1.015432194247831,0.1185695606761889,0.2952154558285942,0.586214983495217
1,0.8465224223295427,0.920131874813999,0.006988663225951507,0.7324594804271272,0.2605518563469214
1,1.024148774764082,1.0946574848702,0.3045134068314965,0.6935477236344024,0.001938869534101185
1,1.262412645927682,1.227259872783302,0.644615246711827,0.1874580408269839,0.1679267124611892
1,0.9802483162669722,0.9680312892875378,0.04779301336003075,0.2764860446352939,0.6757209420046753
1,0.8440917250126607,0.9204134982047161,0.007164366003826373,0.7435246552455712,0.2493109787506024
1,1.266227350401874,1.209812886944518,0.5867394751018765,0.05660213241360016,0.3566583924845233
1,1.0513439171398,1.108598827782875,0.336279681837146,0.6384299007292553,0.02529041743359864
1,1.073028106416407,1.040314140864971,0.1630112171005332,0.1588840134243406,0.6781047694751262
1,1.270066064593035,1.205425322496003,0.5721124218286631,0.003591597323575286,0.4242959808477616
1,0.77501519540917,0.9172727813781518,0.006235210687115632,0.947634540757232,0.04613024855565245
1,0.7962280916414746,0.9436730957286508,0.02750291700508557,0.9521451298016671,0.02035195319324721
1,1.018643125428039,1.057413050222999,0.2078709426893821,0.5573675891115438,0.2347614681990741
1,1.083448865415564,1.037181628423793,0.1559153829965739,0.06824531642979961,0.7758393005736265
1,1.231113715066221,1.215191886657976,0.6141017990456745,0.2917197415147921,0.0941784594395334
1,1.311537858606517,1.251249608568484,0.7113085847236913,0.0455881986258476,0.2431032166504612
1,1.340270505557065,1.284353578988987,0.8171300285618535,0.08160363523699342,0.1012663362011532
1,1.042836402871808,1.025345322708895,0.1357946671589757,0.2516756603773788,0.6125296724636455
1,1.062028019343361,1.010008347680925,0.1068564729444263,0.01877461442817036,0.8743689126274033
1,1.054375713486386,1.047894342409263,0.1808264349048867,0.3202082732575512,0.4989652918375622
1,0.9209543722530382,0.9194297022711746,0.006127268384679794,0.3402695994031176,0.6536031322122026
1,1.293027930534973,1.241404951242228,0.6832016589094583,0.09493686613778428,0.2218614749527573
1,0.8529539785522795,0.9552552895605153,0.03778544819411911,0.8298781832480722,0.1323363685578089
1,0.9367575792291214,1.024770179489071,0.1483806046483936,0.7670860432750104,0.08453335207659612
1,1.025664858408986,1.002953205496774,0.0967706522566816,0.2151338650431586,0.6880954827001597
1,1.323255206611784,1.271986681179658,0.7790356949603359,0.1054675101573177,0.1154967948823465
1,1.135005413467491,1.141569722948669,0.4089550643292814,0.4007423958187113,0.1903025398520072
1,1.163039756682788,1.103428756789141,0.2990010141119739,0.0005152249752686534,0.7004837609127575
1,1.061725931331768,1.088677810902056,0.2778390212648466,0.5003749654308044,0.221786013304349
1,1.048470653525459,1.040725453101678,0.1661792252635294,0.3120674328524876,0.5217533418839831
1,0.933401874811348,1.026787622043915,0.1535022925703518,0.786147683078803,0.06035002435084535
1,0.8106167163518618,0.921420950275115,0.008128563852534973,0.8662235547916397,0.1256478813558254
1,1.293771549710088,1.265185208743017,0.7651402673559661,0.2322610205074975,0.002598712136536394
1,1.008218311764787,1.045477953236607,0.1819226821467277,0.5505998878653173,0.267477429987955
1,1.11643190235501,1.147193079557631,0.4318948366420262,0.5202550058823666,0.04785015747560724
1,0.8191372687560114,0.9148622767613002,0.004614975325897407,0.8188244390454322,0.1765605856286704
1,0.9456456291777686,1.035128273954054,0.1700044738886363,0.7711057588735221,0.05888976723784162
1,0.848228399540143,0.931923429836546,0.01469197578390534,0.7694283933197674,0.2158796308963273
1,0.9618233758844577,0.9229174675042555,0.007716861958627106,0.08401324788532569,0.9082698901560472
1,1.196363732084086,1.16359466683336,0.4595895876270956,0.1869480040413949,0.3534624083315094
1,0.8437694876790369,0.9790773840437521,0.07346841113914576,0.9194657339410621,0.007065854919792109
