energy100,energy110,energy012,energy112,area100,area110,area012,area112
1,0.9823236052674162,0.9996355204366618,1.036030341055269,0.0982940217164452,0.2877026799444539,0.3609368730930829,0.253066425246018
1,1.259569510079955,1.196870586106507,1.366604885759598,0.5539559374834943,0.0099970460702135,0.3818153053040697,0.0542317111422224
1,1.121744677107672,1.135726322181411,1.037925994201383,0.2369322344439158,0.0603667952868451,0.0009538990717744,0.7017470711974646
1,0.9119039197597828,0.9093139999699408,1.01268553473207,0.0022433024574715,0.2811374232416693,0.6501304611810101,0.066488813119849
1,0.984105977082852,0.952126689092852,0.9523496008511144,0.032742636762164,0.0517188182134178,0.4585873741206734,0.4569511709037448
1,0.98899001304547,1.013224838832572,0.9908514678628336,0.118692048796784,0.2119702697516345,0.1749822291142332,0.4943554523373483
1,1.172206357281941,1.159454045658367,1.18182579684717,0.4270406596928576,0.1471663494799442,0.1216560611524711,0.3041369296747272
1,1.198133248145709,1.193281638947683,1.187948264102386,0.4799219836118934,0.1474194817663895,0.038149266432638,0.3345092681890791
1,1.113060033742257,1.068884420868588,1.109469711974532,0.2324773380335436,0.0433263965217396,0.4171203839797679,0.307075881464949
1,1.029206921639624,0.996608839787883,0.957353405411706,0.0864604990299481,0.033485343149258,0.222697880405649,0.6573562774151447
1,0.939517365657106,1.004753161252709,1.055181968129619,0.1088745371058366,0.5966190113482586,0.2050070258548848,0.0894994256910199
1,1.036222866136507,0.993603367701016,1.14734358492905,0.0818907267075978,0.0667503217277065,0.8175606060745021,0.0337983454901933
1,1.285968183580706,1.221173134093185,1.140586388795491,0.4305018559867669,0.0006761644981804,0.0344362690703744,0.5343857104446781
1,1.218605864219942,1.182796645278,1.392511872280743,0.513667682792397,0.1662225535954762,0.3121826547344896,0.0079271088776372
1,0.8591389774589164,0.9367823435564916,0.9384060287169544,0.0190613557556466,0.5562784056101446,0.2047859649498335,0.2198742736843752
1,0.883630431596794,0.9278007768494844,0.9226587049243172,0.0118873761634997,0.3450180071079773,0.2804869421585648,0.3626076745699582
1,1.107860742700652,1.068473154705694,1.194805905542519,0.2246147966208946,0.0912394755059798,0.5965255759933108,0.0876201518798148
1,1.035704068454018,0.9956043627810868,1.1740479784967,0.0846232110877288,0.0906248346180729,0.8140565055882332,0.010695448705965
