energy110,energy111,energy012,energy112,area110,area111,area012,area112
1,1.095729364709194,1.068402571050528,1.036399096346417,0.3555054884301623,0.000287255799698,0.2020403510646284,0.4421669047055114
1,1.216302857034365,1.055786771158006,1.154589746682565,0.6187375589247852,0.0003842881058935,0.3806450604133276,0.0002330925559935
1,0.9771227474857348,0.980425559232024,0.998182756217496,0.1013437831808587,0.1570154071950418,0.5314601990876633,0.2101806105364362
1,1.055579319139734,1.136543475406107,1.12524666770791,0.6652719635993057,0.1444205510057365,0.1317103190920155,0.058597166302942
1,1.009558914484517,0.967753262806142,1.052724745588564,0.0733464459036341,0.1731440920176229,0.7446437327434596,0.0088657293352832
1,0.8386611375739625,1.012508799223653,0.9411856048633942,0.0304493605164125,0.5491036050294384,0.0988223376088306,0.3216246968453183
1,1.056268947733888,1.082648825318254,1.073726318766288,0.469138798516974,0.10330481722821,0.2278440108958445,0.1997123733589714
1,1.12696413580512,0.9597441160186486,1.108936481636408,0.0667507104585051,0.0362077126639018,0.8946372658369219,0.0024043110406709
1,0.9888764911524772,1.114430492191632,1.05586880537222,0.4137165482952426,0.2312082788910103,0.0994463889311731,0.2556287838825739
1,0.9867343665763808,1.086278972068171,1.089835003060778,0.411415507376422,0.2842054949238302,0.2447291379815335,0.0596498597182141
1,1.103763158725526,0.9875919280741818,1.044348459018708,0.16987891268102,0.0003767259034782,0.6112279976112661,0.2185163638042357
1,0.9598245305519356,1.076371433078628,1.071031999945601,0.3322462612238341,0.345060212763773,0.2532804014500368,0.0694131245623559
1,1.020507400421528,1.072969277114566,1.00593484575131,0.2733688807169663,0.0510240921332861,0.0981277800836406,0.5774792470661066
1,1.072361493876995,1.140365222697433,1.139129620930881,0.7223943186720583,0.1193915295337302,0.1282991220910046,0.0299150297032069
1,1.146253069795629,1.120626372270381,1.131175224329393,0.7347455157921887,0.0277717217299314,0.1694355974619877,0.068047165015892
1,1.013165719807355,1.085050604057651,1.13381481065106,0.4703278893644924,0.2443287406286951,0.2844373987772875,0.0009059712295249
1,0.9567381482966022,1.13325620156089,1.124430409247017,0.4524406654384371,0.3904194443825598,0.1451698625065163,0.0119700276724868
1,1.029321270806194,1.244708926722384,1.144028643112247,0.7682815898018,0.1955986624961081,0.0022537085966536,0.0338660391054384
1,0.9284435434859232,1.033056852462738,1.052402437676373,0.1820767993244878,0.42281987831668,0.3837493033759193,0.0113540189829128
1,0.9292299192046528,0.9848714421559908,0.9151559826315884,0.0363594224556083,0.0473189717613809,0.1063239467283781,0.8099976590546326
1,0.8851707995812919,1.099060271139638,1.003396273841995,0.1647265929981274,0.4957721499303361,0.0003449240070836,0.3391563330644526
1,1.121254914139936,1.06287790208729,1.125501890634376,0.5522381894241688,0.0514879200435087,0.3505806598845057,0.0456932306478167
1,0.93499842571321,1.135731934958406,1.127053497434582,0.393147764247515,0.4637442323658128,0.1418259030420156,0.0012821003446564
1,1.065521624251914,1.172005065677874,1.136668536700423,0.7577307945137438,0.1285198457578037,0.068742606988788,0.0450067527396644
1,0.8364471383175043,1.053471627387672,1.002273932067523,0.0425528083637219,0.7326217892497712,0.1572892370856849,0.0675361653008219
1,1.140942929001395,1.037060590132418,1.148370881709434,0.4926107422659463,0.0386300838312689,0.4643888753321003,0.0043702985706845
1,1.137033249342285,1.220963670021088,1.134587548692105,0.8618064830976169,0.0356337503871949,0.0117330505064327,0.0908267160087554
1,1.126485533728953,1.025623658500225,1.139247639351044,0.4216939965587148,0.0524261736298273,0.5184586114510825,0.0074212183603752
1,0.9701898635113336,1.020633090305536,1.076096223652331,0.2105070789856368,0.3112489234336319,0.4779148788255266,0.0003291187552047
1,1.043615428668092,1.043141495710646,1.090756582130002,0.3806141512246496,0.1523398162237246,0.4080462598557975,0.0589997726958283
1,0.908087264498482,1.014863377900591,0.9435780465848114,0.0898233967764824,0.2204845027329183,0.0962281603446769,0.5934639401459221
1,0.8949678741989271,1.085232735580602,1.074198761373495,0.2020571980207199,0.5764810465012193,0.2176856163283505,0.0037761391497102
1,0.9675765315077434,1.168056960903857,1.118522315063995,0.5297838209700404,0.3486668213565319,0.0684783364676106,0.053071021205817
1,1.0456482395703,0.9700337561036392,1.05218822903524,0.0962000906974986,0.1010282532783396,0.7454401750479589,0.0573314809762029
1,1.044105452362946,1.10167370009259,1.120510571537659,0.5687530055859358,0.167400880269938,0.2208551498513059,0.0429909642928203
1,1.077181292916653,1.038368805754284,1.036462020004452,0.3039592625558184,0.0114873029211987,0.3262303802561293,0.3583230542668536
1,0.986355317102258,1.072199241670508,0.9887201871242924,0.2212415643568995,0.0936861440889293,0.0397672437612056,0.6453050477929655
1,0.8950060637875756,1.204061413126943,1.104140648604021,0.3235762376086304,0.5939026736151981,0.0058030459302037,0.0767180428459676
1,1.066977383333156,1.067446154055133,1.086669902303787,0.467124836141882,0.1000996916700321,0.3009477190267295,0.1318277531613565
1,0.97191926472544,0.974225546895668,0.9852359584309404,0.0782992857380762,0.1351775566614522,0.5236656527511364,0.262857504849335
1,0.9717004754734416,1.006676190570526,1.05178067907434,0.1741185025266591,0.2847416142397534,0.5202205900089596,0.0209192932246281
1,1.044036269207777,1.062566047533225,1.005737220776374,0.2649140554428028,0.0122302992333005,0.1369664160974929,0.5858892292264037
1,0.8966320930450704,1.110894907823242,1.077043669606592,0.2410284997008531,0.5775253440840712,0.1550844036213921,0.0263617525936835
1,1.061769280580981,0.9935662649594924,1.021511233361147,0.166422748641936,0.0115755884507819,0.5187494597351049,0.3032522031721772
1,0.8578995066158221,0.9869904367836516,0.9415902405058116,0.0344079916672172,0.4532462389746078,0.2483555672180203,0.2639902021401547
1,1.076446412207234,0.9695591926169254,1.038939471157755,0.0949812297668883,0.0162153208401971,0.7149659665530596,0.1738374828398551
1,1.002977590246767,0.966059636503788,1.028882517426437,0.0651571741074829,0.1573684231728711,0.7158958466005274,0.0615785561191185
1,1.196941923754738,0.9579330780282728,1.138026747579956,0.0675639713078085,0.0021755816125155,0.9260986109547544,0.0041618361249214
1,0.8739093116827805,0.980457988032032,0.9437869326210596,0.0394411440698655,0.3839547288242519,0.3019996631544567,0.2746044639514258
1,1.029907475290681,1.123362618912833,1.085158534035016,0.5321361817438129,0.1675995811990355,0.1253571450910379,0.1749070919661137
1,0.8966508274839933,0.9582188692851854,0.963763557252258,0.016523924816449,0.3405965992213584,0.5273455181128478,0.1155339578493449
1,1.106944386450119,1.127296222361263,1.070981069326342,0.5345488005091775,0.0182419215791765,0.0921044734247789,0.355104804486867
1,0.8504899994563688,1.154525815333281,1.073964157462272,0.1317088959430403,0.7769009415769018,0.0419820595312059,0.0494081029488519
1,0.9898788267304096,1.026578582944666,1.035381207451453,0.2476568530022641,0.2029373944384892,0.3847540433339067,0.16465170922534
1,1.021047281930177,1.09312630783899,1.145060873903147,0.5127868669105291,0.2268541575147359,0.2602377850145644,0.0001211905601706
1,1.154307072322162,0.9650720404269284,1.115044872072303,0.1060401823503052,0.0158150727219981,0.8630922864883193,0.0150524584393773
1,1.029935175732191,1.159326171088116,1.124324786327116,0.6580828072531527,0.1932663461413679,0.0856403518561476,0.0630104947493319
1,1.081269018110076,1.122563985985126,1.028539766139812,0.3657211177869668,0.0021121933269647,0.0106140598828488,0.6215526290032197
1,1.082949281829769,1.067890627348026,1.073369675168974,0.4513293761828533,0.056988886306728,0.2788548653929121,0.2128268721175066
1,1.017020156836019,1.063062816023965,0.9895255601316124,0.2200789881377202,0.0255446506755892,0.077942599865566,0.6764337613211245
1,1.168202436062022,1.028533885163659,1.13014209424251,0.4518585431568983,0.0128325244018311,0.4982077073201524,0.037101225121118
1,0.9127185430517002,1.15592136713145,1.069936270540124,0.3210541455345523,0.4955296050729336,0.0300787344751635,0.1533375149173507
1,1.17140156137161,1.120786399386418,1.13985386955381,0.7708496478969585,0.0130093433995332,0.1711923972394113,0.0449486114640967
1,1.059332002993978,0.9783104227515068,1.039380240128973,0.1307493938183147,0.0457843041724504,0.6595955600425034,0.1638707419667315
1,1.083203187941447,1.009831880685193,1.056284750296997,0.2626282222106944,0.0325729983290502,0.5102454356285351,0.1945533438317203
1,0.8237309324661328,1.006521742545811,0.9341238659618094,0.0091581738945528,0.6057587115869855,0.0908205754336621,0.2942625390847994
1,0.9974632599878506,0.9819195198350394,1.047979366577013,0.1183769859647136,0.2047309032103647,0.6535848177965294,0.0233072930283922
