energy100,energy110,energy111,energy012,energy112,area100,area110,area111,area012,area112
1,1.09467143,1.168048844,1.067702288,1.109870035,0.231006191,0.104512271,0.001802652,0.370005617,0.292673269
1,1.370323125,1.215509504,1.300275135,1.255826973,0.674108388,0.000353176,0.230216423,0.028088571,0.067233442
1,0.894256175,0.926376479,0.895254726,0.882111426,7.76E-06,0.14200964,0.002683466,0.360727321,0.494571814
1,0.968262355,0.905367415,0.979235251,0.928984081,0.06146748,0.117070319,0.174509981,0.138748798,0.508203423
1,1.017721021,0.941550532,1.009031072,1.011398285,0.118531711,0.096094439,0.330082633,0.32622086,0.129070357
1,1.012697309,0.966994913,1.017861402,1.026595872,0.134744318,0.156516665,0.272833218,0.297499433,0.138406366
1,1.048921883,0.9477241,1.064957444,1.073881624,0.23300028,0.119101057,0.478975543,0.162317771,0.006605348
1,1.097029059,1.178780098,1.134457932,1.238387,0.409637155,0.414408257,0.128098946,0.046456234,0.001399408
1,1.144616857,1.101004562,1.103809338,1.174223973,0.321942103,0.048410089,0.260201697,0.359309982,0.010136129
1,1.047370226,1.213200434,1.074871965,1.173812494,0.248324903,0.438573655,0.015529937,0.242153948,0.055417557
1,0.949506693,1.025671129,0.952600811,1.061789148,0.031878655,0.267794186,0.106704295,0.593491653,0.000131211
1,0.92354462,0.764306662,0.985551264,0.926760564,0.070462507,0.026947506,0.792242728,0.055081441,0.055265819
1,1.278201886,1.164951456,1.254254688,1.175282583,0.509298267,0.042570846,0.123512114,0.001355629,0.323263144
1,1.139869462,1.178565968,1.109096805,1.212404282,0.329654271,0.107690039,0.145261617,0.401805749,0.015588323
1,0.904415321,0.953065514,1.012869044,1.041276843,0.133403183,0.672570459,0.157402556,0.03356463,0.003059171
1,0.908334216,0.891154054,0.956266525,0.963442551,0.039266818,0.313946128,0.270628786,0.281877891,0.094280378
1,1.024308696,1.038380021,1.087447939,1.09482559,0.276873098,0.394537734,0.198314133,0.030977389,0.099297646
1,1.156537493,1.230423188,1.118236202,1.222998873,0.349500875,0.092065056,0.075616573,0.417719293,0.065098202
1,1.078022666,1.054650409,1.060537838,1.05559892,0.20647799,0.100913424,0.096178885,0.241160669,0.355269032
1,1.143370808,1.296263437,1.113269037,1.255900781,0.33162115,0.153884248,0.022163856,0.449202185,0.043128561
1,0.865781595,0.738739663,0.942988379,0.862947268,0.015633555,0.094314086,0.633314432,0.006524911,0.250213016
1,0.893296667,0.909307016,0.965419127,0.94992587,0.051908892,0.418923186,0.172364189,0.161725182,0.195078552
1,1.253390735,1.215434194,1.192126458,1.2369002,0.517920425,0.008372447,0.15919738,0.223799038,0.09071071
1,0.788032727,0.913440948,0.922897278,0.882324008,0.009668415,0.774902881,0.012632401,0.049803988,0.152992315
1,0.987082888,1.026760531,0.966286853,1.038945452,0.047389417,0.132559135,0.113997373,0.639405427,0.066648648
1,0.985900498,1.033269341,1.060052865,1.018354679,0.187609273,0.365005296,0.053071766,0.023314836,0.370998829
1,0.980439738,0.949663046,1.024313842,0.965407001,0.114975323,0.19979146,0.139577584,0.060212715,0.485442918
1,0.926084817,1.044216771,0.931582086,1.049794889,0.01342776,0.325183934,0.050720787,0.605520458,0.005147061
1,1.05140021,0.938114138,1.009082538,1.050470651,0.118015603,0.018229923,0.411049573,0.450660012,0.002044889
1,1.194127299,1.283458907,1.191467619,1.308454482,0.55417628,0.253178904,0.108921827,0.075771216,0.007951773
1,0.974297793,0.803216671,0.984131341,0.899593336,0.044266643,0.010471013,0.562171193,0.005017063,0.378074089
1,1.034008866,1.059500089,1.051797379,1.057374828,0.196024213,0.23619303,0.085743753,0.196421108,0.285617896
1,1.12627675,0.996114865,1.079584435,1.027379516,0.205516282,0.013499311,0.202934586,0.137074716,0.440975105
1,1.220181621,1.29986986,1.180682202,1.240696106,0.495815957,0.080903001,0.004670951,0.198746355,0.219863735
1,1.167764361,1.261730737,1.151502626,1.192752934,0.41966933,0.150604092,0.000217548,0.163832237,0.265676794
1,0.753058013,0.857722126,0.899524093,0.862619921,0.000331756,0.890086044,0.036263186,0.038952362,0.034366653
1,1.178532075,1.122854768,1.159597117,1.139358768,0.393512863,0.092032295,0.145317341,0.093909794,0.275227706
1,1.130123701,0.986233654,1.095693444,1.00042383,0.173565539,0.006837872,0.132857981,0.00054731,0.686191298
1,1.018825748,0.88779408,1.023194135,1.025379301,0.149479359,0.064173067,0.559363759,0.216335836,0.010647978
1,1.226108974,1.136241409,1.215566173,1.172856594,0.488628243,0.093961769,0.213422772,0.015058319,0.188928897
1,0.808155366,0.842826413,0.930458161,0.911201972,0.01514808,0.675646577,0.168730797,0.085409219,0.055065326
1,0.861865395,0.856143701,0.991407211,0.98370145,0.098686471,0.597543086,0.289459233,0.003654021,0.010657188
1,1.087912043,1.072053437,1.054902037,1.028058231,0.182749041,0.044789859,0.007846356,0.215016164,0.549598579
1,0.928042621,1.05421888,1.033093801,1.002829398,0.152963411,0.565968839,0.002283896,0.002882801,0.275901053
1,1.044063635,0.993697086,1.08483141,1.041770826,0.229892254,0.212561399,0.239352795,0.048253824,0.269939727
1,1.020376718,1.109469901,1.02446059,1.06349603,0.142859821,0.22764612,0.008046476,0.360565978,0.260881604
1,1.305838352,1.441601712,1.247925887,1.375206265,0.694691887,0.039048711,0.004632561,0.167856809,0.093770031
1,0.980214167,0.986130432,1.044584307,1.0325368,0.181723657,0.372062767,0.19119582,0.077322935,0.177694821
1,0.831591415,0.762832151,0.934078122,0.889116328,0.018977667,0.311150473,0.483140379,0.08417344,0.102558041
1,0.923019766,0.872739697,0.924614416,0.966479393,0.00963239,0.135039243,0.345961778,0.505289866,0.004076723
1,1.075880454,1.01516237,1.030153788,0.975884844,0.123629622,0.010533895,0.009900438,0.152621546,0.703314499
1,0.995169634,0.955395886,1.03384063,1.001896629,0.150297075,0.226466191,0.231804215,0.110503246,0.280929273
1,0.860206147,0.948303366,0.90267229,0.9719238,0.000734922,0.49210558,0.077812444,0.408071535,0.021275519
1,1.221553698,1.199688419,1.208873066,1.239062203,0.555284887,0.143987214,0.197799948,0.04730099,0.055626961
1,0.901285496,0.920542419,1.00993674,0.980765194,0.118837087,0.532371106,0.192926873,0.020766169,0.135098766
1,0.964490736,0.861795856,0.98142797,0.923347123,0.060929632,0.099820644,0.338596107,0.104330473,0.396323145
1,0.946471001,0.83511282,1.009495902,0.959191581,0.106341456,0.153380082,0.547947484,0.067745319,0.124585658
1,0.822769465,0.879466783,0.916065978,0.84114451,0.004090424,0.341442296,0.005446748,0.015047432,0.6339731
1,1.094309958,0.917060772,1.048801053,1.003173299,0.163967188,0.004898501,0.461990646,0.160583183,0.208560483
1,0.809817613,0.851066494,0.955472648,0.8762869,0.025140831,0.580982471,0.119859748,0.000921954,0.273094996
1,0.957940421,1.000570253,1.019436857,0.97748291,0.120781,0.312244211,0.033978448,0.072222578,0.460773764
1,1.219027512,1.245983346,1.169948969,1.22450412,0.467627751,0.045054748,0.051248797,0.245356292,0.190712412
1,0.920931457,0.856763616,0.896669864,0.935074601,5.57E-05,0.058507005,0.33324613,0.592780433,0.015410718
1,1.169075986,1.408320764,1.178176326,1.340074673,0.513852374,0.404047037,0.001797138,0.069433157,0.010870294
1,1.101957679,1.227468965,1.137665613,1.162348626,0.386078939,0.343055916,0.000581925,0.028461046,0.241822175
1,1.01453198,1.02077801,1.025183771,0.986556949,0.128851051,0.139191467,0.016431711,0.142817241,0.57270853
1,1.014994358,1.117785633,1.08614814,1.111562855,0.279063889,0.526863434,0.056570082,0.014110196,0.123392398
1,1.098110797,1.153056082,1.066681567,1.118333206,0.228973631,0.093240701,0.023528519,0.411511829,0.24274532
1,0.947783745,0.928541905,0.961476682,0.88043015,0.026179525,0.064503608,0.00083252,0.012185647,0.896298701
1,0.957023962,0.914002579,0.966862455,0.974507275,0.051588994,0.168321163,0.279615538,0.370229524,0.130244781
1,1.020274122,0.977530003,1.039409227,1.082979713,0.180824092,0.194676699,0.341911552,0.27643794,0.006149716
1,0.903589482,1.017709736,0.923554211,0.981514142,0.008621963,0.352364254,0.015300975,0.48515632,0.138556489
1,1.110668573,1.219324967,1.11714182,1.158145749,0.343285147,0.23995849,0.001664205,0.160740219,0.254351939
1,1.303474913,1.524626272,1.239724682,1.463636715,0.677249947,0.017987343,0.009640628,0.2916949,0.003427182
1,1.26766738,1.472211071,1.214305356,1.409076195,0.604531157,0.065419778,0.008060787,0.300875791,0.021112487
1,0.935201706,0.804555718,0.903405578,0.854485195,0.000947001,0.017076383,0.32522667,0.224583183,0.432166761
1,0.870959931,0.891761469,0.901124699,0.906863106,0.000503224,0.296365392,0.123987829,0.356943424,0.222200131
1,0.818755282,0.9287006,0.96147385,0.884102028,0.030938612,0.596523796,0.002596657,0.001284546,0.36865639
1,1.347782049,1.253196227,1.285116034,1.229414003,0.613995034,0.007433556,0.044569069,0.024932108,0.309070233
1,1.169029285,1.100850287,1.167124994,1.173303268,0.443467878,0.132304909,0.308488926,0.072642376,0.043095911
1,1.12429801,1.029799595,1.101970746,1.070719494,0.268201256,0.066103807,0.236192169,0.141997814,0.287504953
1,1.251639175,1.44385915,1.229179583,1.393266624,0.657044165,0.22044955,0.015857495,0.075572036,0.031076754
1,1.231221948,1.202833722,1.221206448,1.22444055,0.557098549,0.140067309,0.156882377,0.016463549,0.129488216
1,1.007086875,0.974906312,1.003945793,1.050766853,0.107159493,0.145007294,0.284047637,0.440643577,0.023141999
1,1.332604998,1.50026155,1.270191562,1.45127693,0.771085199,0.029781866,0.022580689,0.156571542,0.019980704
1,1.132156076,1.084213898,1.084345382,1.129759447,0.270907402,0.027568671,0.222643711,0.399032206,0.07984801
1,0.949918309,1.09539603,0.951153853,1.092968327,0.029812825,0.324404937,0.029543643,0.615981976,0.000256618
1,1.145034131,1.020066127,1.168232351,1.125460994,0.400169772,0.115214361,0.460112732,0.00689523,0.017607905
1,1.120722695,1.174591043,1.124845107,1.187848431,0.3704552,0.245275811,0.110719382,0.176437253,0.097112354
1,0.876861275,1.001384521,0.97435364,1.001493678,0.063038977,0.744262182,0.034736978,0.128382891,0.029578972
1,1.11672348,1.119133232,1.064588862,1.068391493,0.215233076,0.012691642,0.004390685,0.336712064,0.430972532
1,0.990876733,0.833526531,1.018166662,0.946104573,0.097291109,0.041825209,0.591950862,0.045379262,0.223553558
1,1.061658264,1.005187569,1.029028232,1.054963136,0.154107977,0.056435067,0.249679731,0.425312761,0.114464463
1,1.165945774,1.273334953,1.175362374,1.304772343,0.514039256,0.319005549,0.096398586,0.068440989,0.002115619
1,0.831517962,0.772995363,0.946267158,0.933285703,0.03166803,0.382291372,0.482609662,0.099625587,0.003805348
1,1.221844481,1.180521342,1.198058674,1.206941134,0.507952744,0.101197045,0.173166435,0.08120719,0.136476586
1,1.296577753,1.545664206,1.264894733,1.487017415,0.764356545,0.205769621,0.006313768,0.0212806,0.002279466
1,0.930739584,0.994596001,0.929457758,0.959823465,0.012432791,0.193422738,0.015440447,0.502448952,0.276255071
1,1.193235967,1.273919774,1.189693364,1.280199018,0.540225722,0.240796604,0.093174017,0.07476651,0.051037147
1,1.151957801,1.008244519,1.14744099,1.088214253,0.328158779,0.06212817,0.399206755,0.043875577,0.166630719
1,1.256328429,1.233123572,1.207496253,1.229359657,0.535955365,0.042043833,0.089836036,0.138006939,0.194157827
1,0.974182574,0.998500326,1.024091537,0.995153827,0.135105095,0.298457922,0.079950208,0.105904481,0.380582295
1,1.261472325,1.340196295,1.235770424,1.299391103,0.637038312,0.139149161,0.02436811,0.047320634,0.152123783
1,1.192357372,1.203466223,1.150752586,1.176388223,0.407691647,0.056830191,0.037747117,0.216674632,0.281056414
1,1.010688753,0.991848512,1.046699008,1.104484839,0.197566084,0.273338448,0.305354903,0.223740224,3.41E-07
1,0.922547672,0.824203642,0.957513186,0.914039475,0.040866492,0.135925032,0.441406656,0.154296736,0.227505084
1,0.898319081,0.984105904,0.9440362,0.979473108,0.024761075,0.446735254,0.05901605,0.342980729,0.126506892
1,1.230222309,1.303742616,1.181031389,1.265541953,0.50598788,0.053716688,0.026456404,0.260712254,0.153126773
1,1.190857516,1.275981891,1.170698306,1.230514327,0.474157223,0.152048999,0.015660204,0.156195195,0.201938379
1,1.194250432,1.268159969,1.187356217,1.285312156,0.536871216,0.224990482,0.110256048,0.096578781,0.031303473
1,1.282993063,1.279024799,1.224466432,1.312338231,0.624761133,0.022692705,0.168216848,0.18371862,0.000610693
1,1.269295618,1.188510411,1.213293077,1.177267327,0.485016333,0.014027653,0.067339028,0.084076249,0.349540736
1,1.012692604,1.124170217,1.08506089,1.08882738,0.266301023,0.483456095,0.02106432,0.010274288,0.218904273
1,1.004534252,1.172710471,1.039646439,1.130859722,0.171385596,0.481157489,0.011532253,0.284014299,0.051910363
1,0.957008599,1.060866983,0.948304899,1.037677132,0.027298766,0.222194033,0.036229395,0.635181946,0.07909586
1,1.080765897,1.133987057,1.06031114,1.169046006,0.212406368,0.148917429,0.133770217,0.498945493,0.005960494
1,1.006671551,1.19741284,1.048843085,1.147108042,0.190968192,0.539992016,0.005046638,0.235304112,0.028689042
1,1.114992004,1.108718506,1.114610916,1.107225444,0.312148701,0.154862864,0.090818201,0.12629635,0.315873884
1,0.836433444,0.897037676,0.92333875,0.896184603,0.009489416,0.50596006,0.070393813,0.145723009,0.268433702
1,1.024861852,1.012204337,1.068040004,1.109673046,0.246347447,0.304235891,0.289488755,0.146676285,0.013251622
1,1.045287332,0.97615544,1.010420987,1.009076457,0.118426738,0.045158642,0.208894979,0.372050887,0.255468753
1,1.153772126,1.103381013,1.124841306,1.100353712,0.315931678,0.061838324,0.084926283,0.141577956,0.395725758
1,1.11854541,1.131480404,1.085049253,1.166924185,0.272052941,0.08555299,0.166403008,0.440424649,0.035566412
1,1.226882861,1.301824669,1.198014184,1.251608056,0.536087625,0.11747799,0.011736734,0.124737403,0.209960249
1,1.325506604,1.239295036,1.264055697,1.193886067,0.54120243,0.005666029,0.013100476,0.027249211,0.412781854
1,0.73942139,0.776133289,0.89575271,0.82447833,2.41E-05,0.699377124,0.147329879,0.008144099,0.145124748
1,1.14126909,1.208352042,1.125160642,1.201520825,0.369684924,0.175950392,0.07611484,0.264083662,0.114166182
1,1.295078337,1.50797277,1.238141809,1.428438658,0.676133378,0.051147125,0.000803953,0.235639109,0.036276436
1,0.92270706,0.946692413,0.923887708,0.951004723,0.008975871,0.197724224,0.100199583,0.492417569,0.200682752
1,0.962697138,0.922892843,0.974833269,0.925081975,0.056354496,0.121648657,0.094993027,0.141206568,0.585797252
1,0.854460527,0.974768258,0.941791831,0.980960711,0.023303257,0.728843266,0.036676913,0.197960048,0.013216515
1,1.180638966,1.101134036,1.178544974,1.1531107,0.433479774,0.120549757,0.260013978,0.041455818,0.144500673
1,1.039405922,1.149876412,1.083695728,1.18047735,0.275115071,0.488603293,0.077564352,0.146822696,0.011894588
1,1.008639384,1.006453258,1.080937055,1.068070046,0.252891276,0.385572888,0.223877922,0.01407223,0.123585684
1,1.186857048,1.181820737,1.18790933,1.214514045,0.503663729,0.189896597,0.174533874,0.042690268,0.089215531
1,0.876562512,0.932259592,0.993007444,0.906519606,0.051890622,0.393448196,0.025301861,1.44E-05,0.529344955
1,1.307238186,1.214695376,1.268440658,1.192732736,0.54307179,0.027207766,0.045775406,0.006149472,0.377795566
1,1.220581324,1.108426349,1.198961642,1.112041357,0.377414031,0.033425684,0.101523124,0.012601168,0.475035993
1,1.209681671,1.079311647,1.20346682,1.129255745,0.414715702,0.066532003,0.271584935,0.009536312,0.237631049
1,1.015053816,1.046493462,1.041487331,1.004237144,0.156046662,0.191463448,0.008501234,0.110125408,0.533863247
1,0.908017607,0.937166047,0.996653507,0.978879053,0.099162912,0.489441331,0.158740167,0.082540328,0.170115262
1,1.092521661,1.176805609,1.087763883,1.115354524,0.272872158,0.177529904,0.000817757,0.231541531,0.317238649
1,0.975626114,0.85982584,1.022730134,1.015120074,0.150537751,0.12906831,0.595095084,0.124142296,0.001156559
1,1.000530961,0.974398501,0.963022006,1.005886909,0.044284148,0.044921961,0.187747089,0.62580357,0.097243232
1,1.03264734,1.111621579,1.087780493,1.060916331,0.247889883,0.321296061,0.004223055,0.034112481,0.39247852
1,1.146861804,1.071125067,1.119664975,1.03538924,0.230276068,0.021946727,0.016388343,0.027764531,0.703624331
1,0.851631117,0.884845556,0.904738778,0.925916232,0.001192988,0.428949247,0.156007538,0.322223006,0.09162722
1,0.87732629,0.972558291,0.947629338,0.97984367,0.028832275,0.58324061,0.061669781,0.251989344,0.074267989
1,0.993478564,0.867278711,1.017491546,0.931545301,0.078805036,0.068539978,0.360600336,0.00764742,0.48440723
1,1.012966991,1.065787538,1.064461202,1.100652958,0.233564382,0.421443177,0.133003942,0.121191456,0.090797044
1,1.202848461,1.233493298,1.15863252,1.271442467,0.459588237,0.063904636,0.150842798,0.319263448,0.006400881
1,0.900400184,0.735560715,0.915938757,0.878301596,0.005571216,0.000630349,0.754873305,0.185645835,0.053279295
1,0.997876109,0.855943517,1.017113814,0.95031934,0.09990076,0.061525773,0.496230795,0.064270239,0.278072433
1,1.04346124,0.996034686,1.103379936,1.087470127,0.297322592,0.286548231,0.333431683,0.012146374,0.07055112
1,1.201301131,1.132383377,1.16930789,1.115341467,0.369243301,0.041012983,0.051573856,0.064242009,0.47392785
1,1.250013488,1.332496264,1.222098271,1.27329502,0.593373364,0.121687402,0.005609876,0.0754274,0.203901959
1,0.976531616,1.042750944,0.985123353,1.073462161,0.073528399,0.2821433,0.118211638,0.507757908,0.018358756
1,1.06671223,1.050208674,1.07160782,1.128587676,0.249059778,0.186258781,0.264655439,0.282498693,0.01752731
1,1.133210578,1.113291055,1.143116701,1.085899399,0.315531507,0.118064758,0.031279946,0.032924833,0.502198956
1,0.862008798,0.86189709,0.968726068,0.943326609,0.05879949,0.510814419,0.249426443,0.073499368,0.107460279
1,0.928424328,0.764647853,0.964078865,0.927223141,0.051942809,0.01332714,0.781493551,0.126264084,0.026972415
1,0.855628265,1.001085176,0.975467668,0.950890355,0.066899859,0.710435484,0.001609183,0.039534417,0.181521057
1,0.982220238,0.99679644,0.971726096,1.053331178,0.054973874,0.15672582,0.192920936,0.591546322,0.003833047
1,0.930880624,1.001035361,1.035441965,1.021667965,0.167226477,0.599829438,0.09581055,0.001758218,0.135375317
1,1.247503371,1.151937569,1.229663465,1.158103168,0.469473216,0.055558556,0.110913919,0.007813535,0.356240774
1,1.075719862,1.172368011,1.103542509,1.17491839,0.32239256,0.376735621,0.073496289,0.146409993,0.080965536
1,1.29298325,1.261106846,1.24701745,1.256503981,0.617171102,0.04997224,0.08823903,0.064494458,0.18012317
1,1.040230407,1.114635365,1.05007153,1.064665462,0.193482126,0.218120395,0.00488308,0.236044668,0.347469731
1,0.961171433,0.939290513,0.946354785,0.962267143,0.026857109,0.114336626,0.165049309,0.487299557,0.206457399
1,1.056198663,0.970846602,1.059792433,0.973118138,0.132252717,0.051695646,0.093821922,0.013855286,0.708374428
1,1.201099455,1.105194474,1.141363852,1.071226736,0.290396319,0.001361718,0.02042221,0.072048321,0.615771432
1,0.892202686,0.758069224,0.979651882,0.933506701,0.071601112,0.097085794,0.755070988,0.058663217,0.017578889
1,0.852395786,0.860891008,0.923066378,0.857275388,0.008689422,0.277906316,0.075817334,0.053196808,0.584390119
1,0.961572377,1.090965641,0.9931805,1.036444513,0.087807191,0.376579658,0.00173963,0.337040296,0.196833225
1,1.041846,1.086735777,1.017266888,1.046937263,0.128786262,0.100435233,0.013295196,0.439148629,0.31833468
1,1.217796557,1.360090377,1.158671318,1.301459228,0.449065442,0.016461733,0.007355946,0.451074962,0.076041917
1,0.914632805,0.983052803,1.002359048,0.999200874,0.109822998,0.553084167,0.092066885,0.091629241,0.153396709
1,1.054507952,1.105680104,1.024919116,1.103621128,0.139566551,0.107406136,0.085345012,0.575615091,0.09206721
1,0.943795743,0.782528878,0.933065456,0.905508622,0.016732488,0.011038085,0.639128741,0.26083071,0.072269977
1,1.134584027,1.261771172,1.095623601,1.222306622,0.288361928,0.09810406,0.023547989,0.522038036,0.067947986
1,1.124946664,1.053488377,1.089008084,1.081357199,0.260020555,0.049932571,0.186509423,0.23493914,0.268598311
1,1.349913885,1.428316889,1.287914724,1.350494639,0.761625656,0.022743494,0.000263805,0.063358738,0.152008307
1,1.001374337,0.854710109,0.952683592,0.955960219,0.034713617,0.002241321,0.475914883,0.438764809,0.04836537
1,1.182754775,1.033573299,1.186579916,1.088028105,0.336128598,0.048907036,0.297876055,0.001561624,0.315526688
1,0.910443619,0.867251156,0.988352687,1.004732109,0.088999466,0.34123581,0.401838444,0.16584415,0.00208213
1,0.875768813,0.833033612,0.918714064,0.845141223,0.005232675,0.149967266,0.131230552,0.030931383,0.682638125
1,1.341593255,1.35190972,1.278677398,1.329883357,0.731099413,0.017569098,0.0551242,0.078487071,0.117720217
1,1.049359854,1.002298245,1.101707039,1.013399758,0.198625487,0.158205215,0.124903765,0.002959418,0.515306115
1,0.986765702,0.962886661,0.960913371,0.98281709,0.042421049,0.081419345,0.15662784,0.522170932,0.197360834
1,0.890819634,0.952541787,0.900168716,0.970152111,0.00035103,0.287165861,0.103643878,0.562276614,0.046562617
1,1.21830969,1.100248559,1.179747709,1.142552779,0.417361826,0.038444317,0.240876261,0.086918664,0.216398933
1,1.069966531,1.129292595,1.090397155,1.143000007,0.289075868,0.308300666,0.105819485,0.185302289,0.111501693
1,0.986327826,1.081257753,0.98238871,1.036419253,0.069531067,0.20915042,0.008096688,0.502391863,0.210829962
1,0.826079281,0.833775809,0.914868451,0.867421733,0.004989838,0.415791085,0.169267804,0.100481147,0.309470126
1,1.074425583,0.972591678,1.031565387,1.079503728,0.161042027,0.021953685,0.379910903,0.434496944,0.002596442
1,0.896582759,0.937145293,0.910709781,0.898551943,0.002915335,0.193906016,0.00771657,0.334423277,0.461038801
1,1.025832591,1.06080672,1.044162586,1.012279911,0.163562515,0.174956462,0.003996998,0.130524515,0.526959511
1,1.365603533,1.230714187,1.308816502,1.215602916,0.599180758,0.006980321,0.060045731,0.001337905,0.332455285
1,1.055936007,1.137107815,1.037812554,1.13950855,0.163914105,0.173123781,0.081935179,0.539450348,0.041576588
1,0.920573654,0.814650518,1.019276774,0.952555127,0.109508224,0.200759344,0.573699518,0.011440363,0.104592551
1,0.846958929,0.970530015,0.962563872,0.927300104,0.048515699,0.6395457,0.00502971,0.051782399,0.255126492
1,0.875606057,0.946023327,0.935990772,0.985783136,0.017868441,0.533487824,0.107569692,0.311573158,0.029500886
1,1.092069174,0.987347133,1.050906588,1.045343576,0.190290293,0.026322074,0.303068729,0.301703776,0.178615128
1,1.126401704,1.13627368,1.147778563,1.135979349,0.38005595,0.22269677,0.093888013,0.037443002,0.265916264
1,0.906733505,0.963472767,0.949676919,1.005033676,0.030302802,0.42768319,0.130535938,0.374531678,0.036946392
1,1.083393988,1.072007739,1.09123996,1.157456503,0.296878413,0.200707322,0.263441111,0.233545722,0.005427431
1,0.817067529,0.775137881,0.954604196,0.943335111,0.042998484,0.503839445,0.418544752,0.0345964,2.09E-05
